Activity Year,Respondent ID,Agency Code,Parent Respondent ID,Parent Name (Panel),Parent City (Panel),Parent State (Panel),Region,Assets,Other Lender Code,Respondent Name (Panel),Respondent City (Panel),Respondent State (Panel),Top Holder RSSD ID,Top Holder Name,Top Holder City,Top Holder State,Top Holder Country,Respondent RSSD ID,Parent RSSD ID,Respondent FIPS State Number
2015,0000005766,3,          ,                              ,                         ,  ,09,0003124382,0,MAINSOURCE BK                                                         ,GREENSBURG               ,IN                    ,0001209109,MAINSOURCE FNCL GRP           ,GREENSBURG               ,IN,UNITED STATES                           ,0000623445,0000000000,18
2015,0000005768,3,          ,                              ,                         ,  ,09,0000274014,0,FOUNTAIN TC                                                           ,COVINGTON                ,IN                    ,0003033045,PIPER HOLD                    ,COVINGTON                ,IN,UNITED STATES                           ,0000145844,0000000000,18
2015,0000005796,3,          ,                              ,                         ,  ,11,0000258875,0,EARLHAM SVG BK                                                        ,WEST DES MOINES          ,IA                    ,0000000000,                              ,                         ,  ,                                        ,0000645540,0000000000,19
2015,0000005820,3,          ,                              ,                         ,  ,11,0000057633,0,STATE CENT BK                                                         ,BONAPARTE                ,IA                    ,0003300215,LOGAN INV CORP                ,BONAPARTE                ,IA,UNITED STATES                           ,0000808345,0000000000,19
2015,0000005840,3,          ,                              ,                         ,  ,09,0000524620,0,CITIZENS UNION BK                                                     ,SHELBYVILLE              ,KY                    ,0001097566,CITIZENS UNION BANCORP        ,SHELBYVILLE              ,KY,UNITED STATES                           ,0000065746,0000000000,21
2015,0000005847,3,          ,                              ,                         ,  ,09,0000079452,0,PEOPLES BK MT WASHINGTON                                              ,MOUNT WASHINGTON         ,KY                    ,0001099999,CROSSROADS BANCORP            ,MOUNT WASHINGTON         ,KY,UNITED STATES                           ,0000271341,0000000000,21
2015,0000005866,3,          ,                              ,                         ,  ,02,0000282974,0,NEW WINDSOR ST BK                                                     ,NEW WINDSOR              ,MD                    ,0002520913,NEW WINDSOR BC                ,NEW WINDSOR              ,MD,UNITED STATES                           ,0000057228,0000000000,24
2015,0000005867,3,          ,                              ,                         ,  ,02,0000244954,0,BANK OF OCEAN CITY                                                    ,OCEAN CITY               ,MD                    ,0000000000,                              ,                         ,  ,                                        ,0000147923,0000000000,24
2015,0000005873,3,          ,                              ,                         ,  ,02,0000232711,0,WOODSBORO BK                                                          ,WOODSBORO                ,MD                    ,0000000000,                              ,                         ,  ,                                        ,0000406022,0000000000,24
2015,0000005874,3,          ,                              ,                         ,  ,02,0000447427,0,CALVIN B TAYLOR BKG CO BERLIN                                         ,BERLIN                   ,MD                    ,0002391300,CALVIN B TAYLOR BSHRS         ,BERLIN                   ,MD,UNITED STATES                           ,0000039327,0000000000,24
2015,0000005885,3,          ,                              ,                         ,  ,02,0000304062,0,FARMERS BK OF WILLARDS                                                ,WILLARDS                 ,MD                    ,0000000000,                              ,                         ,  ,                                        ,0000105026,0000000000,24
2015,0000005892,3,          ,                              ,                         ,  ,09,0000095139,0,KALAMAZOO CTY ST BK                                                   ,SCHOOLCRAFT              ,MI                    ,0000000000,                              ,                         ,  ,                                        ,0000644141,0000000000,26
2015,0000005893,3,          ,                              ,                         ,  ,09,0000060976,0,SSBBANK                                                               ,STOCKBRIDGE              ,MI                    ,0001208698,STOCKBRIDGE BC                ,STOCKBRIDGE              ,MI,UNITED STATES                           ,0000969741,0000000000,26
2015,0000005903,3,          ,                              ,                         ,  ,13,0002406489,0,BANKPLUS                                                              ,BELZONI                  ,MS                    ,0001097306,BANCPLUS CORP                 ,RIDGELAND                ,MS,UNITED STATES                           ,0000121642,0000000000,28
2015,0000005907,3,          ,                              ,                         ,  ,13,0000387211,0,FIRST BK                                                              ,MCCOMB                   ,MS                    ,0001082692,FIRST SW CORP                 ,MCCOMB                   ,MS,UNITED STATES                           ,0000875936,0000000000,28
2015,0000005956,3,          ,                              ,                         ,  ,05,0001038366,0,PEOPLES BK                                                            ,NEWTON                   ,NC                    ,0002818245,PEOPLES BC OF NC              ,NEWTON                   ,NC,UNITED STATES                           ,0000220527,0000000000,37
2015,0000005962,3,          ,                              ,                         ,  ,09,0000395394,0,SUTTON BK                                                             ,ATTICA                   ,OH                    ,0001134500,SUTTON BSHRS                  ,ATTICA                   ,OH,UNITED STATES                           ,0000110413,0000000000,39
2015,0000005969,3,          ,                              ,                         ,  ,09,0000924386,0,THE FARMERS & MRCH ST BK                                              ,ARCHBOLD                 ,OH                    ,0001134630,FARMERS & MRCH BC             ,ARCHBOLD                 ,OH,UNITED STATES                           ,0000214414,0000000000,39
2015,0000005981,3,          ,                              ,                         ,  ,09,0000378604,0,COMMUNITY BK                                                          ,ZANESVILLE               ,OH                    ,0001249682,COMMUNITYBANC                 ,ZANESVILLE               ,OH,UNITED STATES                           ,0000729011,0000000000,39
2015,0000005994,3,          ,                              ,                         ,  ,13,0000094199,0,OKLAHOMA ST BK                                                        ,GUTHRIE                  ,OK                    ,0002725660,TOWN & COUNTRY BSHRS LLC      ,GUTHRIE                  ,OK,UNITED STATES                           ,0000905356,0000000000,40
