Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code, Respondent Name (Panel), Respondent City (Panel), Respondent State (Panel), Assets, Other Lender Code, Region Code, LAR Count, Validity Error
2015,0000030364,3,44-0287200,FIRST HOME BANK,P.O. BOX 807,MOUNTAIN GROVE,MO,65711,,,,,,FIRST HOME BK,MOUNTAIN GROVE,MO,196800,0,11,148,N
2015,0000030367,3,21-0624164,1ST BANK OF SEA ISLE CITY,137 J.F. KENNEDY BLVD.,SEA ISLE CITY,NJ,08243,,,,,,1ST BK OF SEA ISLE CITY,SEA ISLE CITY,NJ,233370,0,2,62,N
2015,0000030401,3,23-1330248,PENN COMMUNITY BANK,219 SOUTH NINTH STREET PO BOX 176,PERKASIE,PA,18944-0176,,,,,,PENN COMMUNITY BANK,PERKASIE,PA,1054865,0,2,403,N
2015,0000030428,3,21-0412935,CENTURY SAVINGS BANK,1376 W SHERMAN AVENUE,VINELAND,NJ,08360,,,,,,CENTURY SVG BK,VINELAND,NJ,440854,0,2,155,N
2015,0000030431,3,25-0971786,SLOVAK SAVINGS BANK,2470 CALIFORNIA AVENUE,PITTSBURGH,PA,15212,,,,,,SLOVAK SVG BK,PITTSBURGH,PA,119934,0,2,172,N
2015,0000030434,3,56-0327830,MORGANTON SAVINGS BANK  SSB,PO DRAWER 1509,MORGANTON,NC,28680-1509,,,,,,MORGANTON SVGS BK SSB,MORGANTON,NC,79109,0,5,18,N
2015,0000030439,3,31-0411290,EAGLE SAVINGS BANK,6415 BRIDGETOWN ROAD,CINCINNATI,OH,45248,,,,,,EAGLE SVGS BK,CINCINNATI,OH,108317,0,9,556,N
2015,0000030447,3,72-0296215,RAYNE BUILDING & LOAN ASSN,P O BOX 46,RAYNE,LA,70578,,,,,,RAYNE B&LA,RAYNE,LA,65661,0,13,73,N
2015,0000030464,3,23-0718025,HUNTINGDON VALLEY BANK,1388 W STREET ROAD,WARMINSTER,PA,18974,,,,,,HUNTINGDON VALLEY BK,HUNTINGDON VALLEY,PA,173082,0,2,902,N
2015,0000030470,3,21-0506080,MANSAQUAN BANK,2221 LANDMARK PLACE,WALL,NJ,08736,,,,,,MANASQUAN BK,WALL TOWNSHIP,NJ,914218,0,2,601,N
2015,0000030544,3,25-0640196,MARQUETTE SAVINGS BANK,920 PEACH STREET,ERIE,PA,16501,,,,,,MARQUETTE SVG BK,ERIE,PA,809916,0,2,1079,N
2015,0000030547,3,16-0548870,MEDINA SAVINGS AND LOAN ASSOCI,11182 MAPLE RIDGE ROAD,MEDINA,NY,14103,,,,,,MEDINA S&LA,MEDINA,NY,48963,0,2,48,N
2015,0000030637,3,25-0361790,GREENVILLE SAVINGS BANK,233 MAIN STREET,GREENVILLE,PA,16125,,,,,,GREENVILLE SVG BK,GREENVILLE,PA,233754,0,2,368,N
2015,0000030688,3,31-0404830,PEOPLES FIRST SAVINGS BANK,225 READING ROAD,MASON,OH,45040,,,,,,PEOPLES FIRST SAVINGS BK,MASON,OH,67273,0,9,83,N
2015,0000030691,3,44-0326420,B & L BANK,205 S. 13TH ST.,LEXINGTON,MO,64067,,,,,,B&L BK,LEXINGTON,MO,119775,0,11,54,N
2015,0000030698,3,62-0529262,FIRST ADVANTAGE BANK,P.O. BOX 688,CLARKSVILLE,TN,37041,,,,,,FIRST ADVAN BK,CLARKSVILLE,TN,442381,0,13,2753,N
2015,0000030704,3,22-1085787,MAGYAR BANK,400 SOMERSET STREET,NEW BRUNSWICK,NJ,08901,,,,,,MAGYAR BK,NEW BRUNSWICK,NJ,524529,0,2,154,N
2015,0000030707,3,84-0435858,EQUITABLE SAVINGS & LOAN ASSOC,PO BOX 1726,STERLING,CO,80751,,,,,,EQUITABLE S&LA,STERLING,CO,173807,0,13,438,N
2015,0000030744,3,31-4371154,BELPRE SAVINGS BANK,POB 39,BELPRE,OH,45714,,,,,,BELPRE SVG BK,BELPRE,OH,52677,0,9,14,N
2015,0000030788,3,81-0251125,GLACIER BANK,202 MAIN,KALISPELL,MT,59901,GLACIER BANCORP,49 COMMONS LOOP,KALISPELL,MT,59901,GLACIER BK,KALISPELL,MT,8288508,0,14,8111,N
2015,0000030819,3,37-0399845,MARION COUNTY SAVINGS BANK,301 WEST MAIN STREET  P.O. BOX 98,SALEM,IL,62881,,,,,,MARION COUNTY SB,SALEM,IL,153757,0,9,377,N
2015,0000030846,3,58-0659995,HERITAGE BANK,101 NORTH MAIN STREET,JONESBORO,GA,30236,,,,,,HERITAGE BK,JONESBORO,GA,366447,0,5,54,N
2015,0000030864,3,36-2315815,MCHENRY SAVINGS BANK,353 BANK DRIVE,MCHENRY,IL,60050,,,,,,MCHENRY SVG BK,MCHENRY,IL,261805,0,9,62,N
2015,0000030927,3,35-0994170,LAKE FEDERAL BANK  FSB,7048 KENNEDY AVENUE,HAMMOND,IN,46323,,,,,,LAKE FED BK FSB,HAMMOND,IN,65856,0,9,78,N
2015,0000030954,3,23-0577095,FIDELITY S & LA OF BUCKS CTY,237 RADCLIFFE STREET,BRISTOL,PA,19007,,,,,,FIDELITY S&LA OF BUCKS CTY,BRISTOL,PA,103371,0,2,48,N
2015,0000030987,3,57-0252520,SPRATT SAVINGS AND LOAN,P.O. BOX 579,CHESTER,SC,29706,,,,,,SPRATT S&LA,CHESTER,SC,109203,0,5,63,N
2015,0000031043,3,75-0994823,INTERSTATE BANK  SSB,5085 S COULTER ST.,AMARILLO,TX,79119,ISB HOLDINGS  INC.,301 S MAIN ST.,PERRYTON,TX,79070,INTERSTATE BK SSB,PERRYTON,TX,206836,0,13,318,N
2015,0000031084,3,56-0266599,FIRST SOUTH BANK,1311 CAROLINA AVE,WASHINGTON,NC,27889,,,,,,FIRST SOUTH BK,WASHINGTON,NC,885235,0,5,936,N
2015,0000031100,3,57-0113015,SECURITY FEDERAL BANK,1705 WHISKEY ROAD,AIKEN,SC,29803,SECURITY FEDERAL CORPORATION,PO BOX 810,AIKEN,SC,29802,SECURITY FED BK,AIKEN,SC,825076,0,5,355,N
2015,0000031158,3,64-0386262,FIRST SOUTHERN BANK,P O BOX 268,COLUMBIA,MS,39429,NO PARENT COMPANY,,,,,FIRST SOUTHERN BK,COLUMBIA,MS,188246,0,13,349,N
2015,0000031236,3,61-0305840,HOME FEDERAL BANK,1602 CUMBERLAND AVE,MIDDLESBORO,KY,40965,HFB FINANCIAL CORPORATION,1602 CUMBERLAND AVE,MIDDLESBORO,KY,40965,HOME FED BK CORP,MIDDLESBORO,KY,334863,0,9,318,N
2015,0000031286,3,52-0323080,1ST MARINER BANK,1501 S. CLINTON STREET,BALTIMORE,MD,21224,,,,,,FIRST MARINER BK,BALTIMORE,MD,831994,0,2,3454,N
2015,0000031381,3,62-0680504,SECURITY FEDERAL BANK,632 EAST ELK AVENUE,ELIZABETHTON,TN,37643,,,,,,SECURITY FED BK,ELIZABETHTON,TN,57273,0,13,97,N
2015,0000031445,3,56-2004870,ENTEGRA BANK,14 ONE CENTER COURT,FRANKLIN,NC,28734,,,,,,ENTEGRA BANK,FRANKLIN,NC,903208,0,5,753,N
2015,0000031461,3,23-0672875,HARLEYSVILLE SAVINGS BANK,271 MAIN ST,HARLEYSVILLE,PA,19438,,,,,,HARLEYSVILLE SVG BK,HARLEYSVILLE,PA,780400,0,2,329,N
2015,0000031469,3,66-0259436,ORIENTAL BANK,AVE MUNOZ RIVERA ESQ CHARDON,SAN JUAN,PR,00919-5115,OFG BANCORP,SAN ROBERTO ST,SAN JUAN,PR,00919,ORIENTAL BK,SAN JUAN,PR,7408665,0,2,8750,N
2015,0000031762,3,74-1810448,GREATER STATE BANK,131 E. RICE STREET,FALFURRIAS,TX,78355,,,,,,GREATER ST BK,FALFURRIAS,TX,62518,0,13,26,N
2015,0000031900,3,57-0140540,CITIZENS BUILDING & LOAN  SSB,229 TRADE ST,GREER,SC,29651,,,,,,CITIZENS BLDG & LOAN SSB,GREER,SC,122659,0,5,123,N
2015,0000031905,3,75-6233226,CYPRESS BANK  SSB,120 S. GREER BLVD,PITTSBURG,TX,75686,CYPRESS BANCSHARES  INC,PO BOX 849,PITTSBURG,TX,75686,CYPRESS BK SSB,PITTSBURG,TX,175129,0,13,297,N
2015,0000031966,3,83-0237591,SECURITY FIRST BANK,500 W 18TH STREET,CHEYENNE,WY,82001,,,,,,SECURITY FIRST BK,CHEYENNE,WY,69762,0,14,48,N
2015,0000032021,3,62-1084675,PROGRESSIVE SAVINGS BANK,500 N MAIN ST,JAMESTOWN,TN,38556,,,,,,PROGRESSIVE SVGS BK,JAMESTOWN,TN,259303,0,13,276,N
2015,0000032084,3,73-1108238,GRAND SAVINGS BANK,P O BOX 451809  1022 SOUTH MAIN,GROVE,OK,74345,,,,,,GRAND SVG BK,GROVE,OK,306557,0,13,179,N
2015,0000032203,3,94-2878925,SUMMIT STATE BANK,500 BICENTENNIAL WAY,SANTA ROSA,CA,95403,,,,,,SUMMIT ST BK,SANTA ROSA,CA,459674,0,14,51,N
2015,0000032286,3,31-0216000,COMMUNITY SAVINGS BANK,503 WEST PLANE STREET,BETHEL,OH,45106,,,,,,COMMUNITY SVGS BK,BETHEL,OH,75273,0,9,51,N
2015,0000032287,3,34-1375209,GEAUGA SAVINGS BANK,10800 KINSMAN ROAD,NEWBURY,OH,44065,,,,,,GEAUGA SVG BK,NEWBURY,OH,364104,0,9,3,N
2015,0000032293,3,31-0375911,MIAMI SAVINGS BANK,PO BOX 40,MIAMITOWN,OH,45041,,,,,,MIAMI SVGS BK,MIAMITOWN,OH,112807,0,9,137,N
2015,0000032296,3,31-0473290,UNION SAVINGS BANK,8534 E KEMPER RD,CINCINNATI,OH,45249,,,,,,UNION SVG BK,CINCINNATI,OH,2446095,0,9,22737,N
2015,0000032327,3,52-0469950,ST CASIMIRS SAVINGS BANK,2703 FOSTER AVENUE,BALTIMORE,MD,21224,,,,,,SAINT CASIMIRS SVG BK,BALTIMORE,MD,95345,0,2,20,N
2015,0000032348,3,56-0425630,TAYLORSVILLE SAVINGS BANK  SSB,107 MAIN AVE DR,TAYLORSVILLE,NC,28681,,,,,,TAYLORSVILLE SVG BK SSB,TAYLORSVILLE,NC,92904,0,5,102,N
2015,0000032393,3,52-0504310,CARROLL COMMUNITY BANK,1321 LIBERTY RD,SYKESVILLE,MD,21784,,,,,,CARROLL CMNTY BK,SYKESVILLE,MD,115907,0,2,123,N
2015,0000032487,3,43-1417933,1ST CAMERON STATE BANK,P.O. BOX 465,CAMERON,MO,64429,C & M BANCSHARES  INC.,P.O. BOX 465,CAMERON,MO,64429,1ST CAMERON ST BK,CAMERON,MO,50810,0,11,35,N
2015,0000032489,3,91-1299114,HOMESTREET BANK,601 UNION STREET 2000 TWO UNION SQUARE,SEATTLE,WA,98101-2326,,,,,,HOMESTREET BK,SEATTLE,WA,3513885,0,14,34913,N
2015,0000032532,3,58-1696802,SOUTH GEORGIA BANK,P.O. BOX 100,GLENNVILLE,GA,30427,,,,,,SOUTH GA BK,GLENNVILLE,GA,129881,0,5,165,N
2015,0000032647,3,42-1325507,NORTHWEST BANK,705 GRAND AVE.,SPENCER,IA,51301,,,,,,NORTHWEST BK,SPENCER,IA,1371232,0,11,2505,N
2015,0000032718,3,65-0159184,HELM BANK USA,999  BRICKELL AVENUE,MIAMI,FL,33131,,,,,,HELM BK USA,MIAMI,FL,730685,0,5,335,N
2015,0000032737,3,59-2976493,DRUMMOND COMMUNITY BANK,P O BOX 1039  1627 NORTH YOUNG BLVD.,CHIEFLAND,FL,32644-1039,DRUUMOND BANKING COMPANY,P O BOX 1039,CHIEFLAND,FL,32644,DRUMMOND CMNTY BK,CHIEFLAND,FL,373203,0,5,171,N
2015,0000032745,3,43-1525738,ROCKWOOD BANK,219 THRESHER / P.O. BOX 710,EUREKA,MO,63025,,,,,,ROCKWOOD BK,EUREKA,MO,246753,0,11,136,N
2015,0000032773,3,04-3067724,EASTERN BANK,195 MARKET ST,LYNN,MA,01901,,,,,,EASTERN BK,BOSTON,MA,9478925,0,2,4023,N
2015,0000032779,3,68-0197989,BANK OF MARIN,504 REDWOOD BLVD.  SUITE 100,NOVATO,CA,94947,BANK OF MARIN BANCORP,504 REDWOOD BLVD.  SUITE 100,NOVATO,CA,94947,BANK OF MARIN,CORTE MADERA,CA,1786799,0,14,104,N
2015,0000032838,3,57-0899390,COMMUNITY FIRST BANK,3685 BLUE RIDGE BLVD,WALHALLA,SC,29691,COMMUNITY FIRST BANCORPORATION,3685 BLUE RIDGE BLVD,WALHALLA,SC,29691,COMMUNITY FIRST BK,WALHALLA,SC,369477,0,5,61,N
2015,0000032904,3,52-1659129,COUNTY FIRST BANK,202 CENTENNIAL STREET  PO BOX 2752,LA PLATA,MD,20646,,,,,,COUNTY FIRST BK,LA PLATA,MD,209480,0,2,11,N
2015,0000032908,3,95-3538278,TUSTIN COMMUNITY BANK,13891 NEWPORT AVE.  SUITE 100,TUSTIN,CA,92780,SADDLEBACK BANCORP,13891 NEWPORT AVE.  SUITE 100,TUSTIN,CA,92780,TUSTIN CMNTY BK,TUSTIN,CA,69971,0,14,2,N
2015,0000032968,3,58-1893784,COMMUNITY BANK & TRUST - AL,P O BOX 310,UNION SPRINGS,AL,36089,COMMUNITY BANKSHARES  INC.,PO BOX 1489,LAGRANGE,GA,30241,COMMUNITY B&TC AL,UNION SPRINGS,AL,59533,0,5,44,N
2015,0000032974,3,72-1167423,GULF COAST BANK AND TRUST,200 ST. CHARLES AVE,NEW ORLEANS,LA,70130-2997,,,,,,GULF COAST B&TC,NEW ORLEANS,LA,1219842,0,13,2559,N
2015,0000033005,3,37-0458520,FIRST COLLINSVILLE BANK,800 BELT LINE ROAD,COLLINSVILLE,IL,62234,,,,,,FIRST COLLINSVILLE BK,COLLINSVILLE,IL,698391,0,9,1714,N
2015,0000033009,3,51-0317446,COUNTY BANK,19927 SHUTTLE ROAD,REHOBOTH BEACH,DE,19971,CB FINANCIAL CORP,19927 SHUTTLE ROAD,REHOBOTH BEACH,DE,19971,COUNTY BK,REHOBOTH BEACH,DE,336332,0,2,46,N
2015,0000033010,3,58-1745484,FIRST PEOPLES BANK,PO BOX 1178,PINE MTN,GA,31822,,,,,,FIRST PEOPLES BK,PINE MOUNTAIN,GA,70715,0,5,88,N
2015,0000033026,3,59-0580845,SURETY BANK,990 NORTH WOODLAND BLVD.,DELAND,FL,32720,,,,,,SURETY BK,DELAND,FL,91802,0,5,8,N
2015,0000033119,3,61-1174806,HERITAGE BANK  INC.,8199 DREAM ST.,FLORENCE,KY,41042,HERITAGE BANCORP,1818 FLORENCE PIKE,BURLINGTON,KY,41005,HERITAGE BK INC,ERLANGER,KY,524268,0,9,174,N
2015,0000033137,3,39-1674018,CORNERSTONE COMMUNITY BANK,2090 WISCONSIN AVE,GRAFTON,WI,53024,COMMUNITY BANC SHARE OF WI,2090 WISCONSIN AVE,GRAFTON,WI,53024,CORNERSTONE CMNTY BK,GRAFTON,WI,140096,0,9,96,N
2015,0000033183,3,91-1487185,SOUND BANKING COMPANY,6115 MT TACOMA DR SW,LAKEWOOD,WA,98499,,,,,,SOUND BKG CO,LAKEWOOD,WA,49408,0,14,12,N
2015,0000033188,3,13-3581762,SHINHAN BANK AMERICA,330 5 AVENUE,NEW YORK,NY,10001,,,,,,SHINHAN BK AMER,NEW YORK,NY,965918,0,2,125,N
2015,0000033202,3,41-1677554,PREMIER BANK ROCHESTER,421 1ST AVE SW,ROCHESTER,MN,55902,,,,,,PREMIER BK,ROCHESTER,MN,149909,0,11,58,N
2015,0000033204,3,41-1677555,PREMIER BANK MINNESOTA,417 4TH ST NW,FARIBAULT,MN,55021-5030,,,,,,PREMIER BK MN,FARMINGTON,MN,183342,0,11,46,N
2015,0000033216,3,92-0134436,NORTHRIM BANK,3111 C STREET,ANCHORAGE,AK,99503,NORTHRIM BANCORP INC,3111 C STREET,ANCHORAGE,AK,99503,NORTHRIM BK,ANCHORAGE,AK,1442366,0,14,30,N
2015,0000033405,3,72-1189233,FIRST BANK AND TRUST,909 POYDRAS STREET SUITE 3200,NEW ORLEANS,LA,70112,FIRST TRUST CORPORATION,909 POYDRAS STREET SUITE 1700,NEW ORLEANS,LA,70112,FIRST B&TC,NEW ORLEANS,LA,745457,0,13,150,N
2015,0000033440,3,59-3018034,CITIZENS FIRST BANK,1050 LAKE SUMTER LANDING,THE VILLAGES,FL,32162,,,,,,CITIZENS FIRST BK,THE VILLAGES,FL,1644098,0,5,60,N
2015,0000033450,3,47-0739886,ARBOR BANK,911 CENTRAL AVENUE,NEBRASKA CITY,NE,68410,,,,,,ARBOR BK,NEBRASKA CITY,NE,249549,0,11,291,N
2015,0000033458,3,39-1701359,MONONA STATE BANK,5515 MONONA DRIVE,MONONA,WI,53716,,,,,,MONONA ST BK,MONONA,WI,414055,0,9,427,N
2015,0000033470,3,71-0707611,TODAY'S BANK,PO BOX 1807,FAYETTEVILLE,AR,72702,MATHIAS BANCSHARES INC.,5571 BLEAUX AVE # A,SPRINGDALE,AR,72762,TODAY'S BK,HUNTSVILLE,AR,105154,0,13,45,N
2015,0000033492,3,72-1195686,CRESCENT BANK & TRUST,1100 POYDRAS STREET  SUITE 100,NEW ORLEANS,LA,70163,,,,,,CRESCENT B&TC,NEW ORLEANS,LA,977709,0,13,74,N
2015,0000033503,3,22-3110915,UNITY BANK,64 OLD HIGHWAY 22,CLINTON,NJ,08809,UNITY BANK CORP.,64 OLD HIGHWAY 22-,CLINTON,NJ,08809,UNITY BK,CLINTON,NJ,1008153,0,2,632,N
2015,0000033508,3,86-0665529,MOHAVE STATE BANK,1771 MC CULLOCH BLVD,LAKE HAVASU CITY,AZ,86403,STATE BANK CORP,1771 MC CULLOCH BLVD,LAKE HAVASU CITY,AZ,86403,MOHAVE ST BK,LAKE HAVASU CITY,AZ,316756,0,14,328,N
2015,0000033510,3,04-3130808,EAST BOSTON SAVINGS BANK,67 PROSPECT ST,PEABODY,MA,01960,MERIDIAN INTERSTATE BANCORP ,10 MERIDIAN STREET,EAST BOSTON,MA,02128,EAST BOSTON SVG BK,BOSTON,MA,3137950,0,2,737,N
2015,0000033527,3,56-1663154,BANK OF NORTH CAROLINA,3980 PREMIER DR. STE 150,HIGH POINT,NC,27265,BONC BANCORP,3980 PREMIER DR STE 210,HIGH POINT,NC,27265,BANK OF NC,THOMASVILLE,NC,4069900,0,5,2474,N
2015,0000033539,3,95-4340199,PREFERRED BANK,601 S. FIGUEROA STREET  29TH FLOOR,LOS ANGELES,CA,90017,,,,,,PREFERRED BK,LOS ANGELES,CA,2054281,0,14,136,N
2015,0000033542,3,87-0489793,ROCK CANYON BANK,215 W 2230 N,PROVO,UT,84604,COMMUNITY BANCORPORATION,1376 N STATE STREET,OREM,UT,84057,ROCK CANYON BK,PROVO,UT,217119,0,14,49,N
2015,0000033568,3,23-2641659,UNITED BANK OF PHILADELPHIA,THE GRAHAM BLDG  30 S 15TH ST  SUITE1200,PHILADELPHIA,PA,19102,,,,,,UNITED BK OF PHILADELPHIA,PHILADELPHIA,PA,60464,0,2,1,N
2015,0000033645,3,04-3158399,LEE BANK,75 PARK ST,LEE,MA,01238,,,,,,LEE BK,LEE,MA,300696,0,2,378,N
2015,0000033708,3,36-3842292,INTERNATIONAL BANK OF CHICAGO,5069 N BROADWAY,CHICAGO,IL,60640,IBC BANCORP,5069 N BROADWAY,CHICAGO,IL,60640,INTERNATIONAL BK OF CHICAGO,CHICAGO,IL,525268,0,9,47,N
2015,0000033753,3,37-1301157,CITIZENS COMMUNITY BANK,620 NORTH STATE STREET  PO BOX 40,FREEBURG,IL,62243,,,,,,CITIZENS CMNTY BK,MASCOUTAH,IL,307691,0,9,280,N
2015,0000033758,3,45-0427679,STARION FINANCIAL,109 1ST STREET NW,MANDAN,ND,58554,,,,,,STARION FNCL,BISMARCK,ND,1107155,0,11,1297,N
2015,0000033761,3,41-1729082,VILLAGE BANK,3350 BRIDGE STREET NW,ST FRANCIS,MN,55070,VILLAGE BANCORP,9298 CENTRAL AVENUE NE,BLAINE,MN,55434,VILLAGE BK,SAINT FRANCIS,MN,186290,0,11,94,N
2015,0000033794,3,62-1526027,FIRST COMMUNITY BANK OF E TN,444 EAST CENTER STREET,KINGSPORT,TN,37660,FIRST COMMUNITY CORP,809 WEST MAIN STREET,ROGERSVILLE,TN,37857,FIRST CMNTY BK OF E TN,ROGERSVILLE,TN,182805,0,13,111,N
2015,0000033806,3,33-0564430,OPUS BANK,19900 MACARTHUR BLVD 12TH FL,IRVINE,CA,92612-0000,,,,,,OPUS BK,IRVINE,CA,5085649,0,14,492,N
2015,0000033823,3,87-0498008,CAPITAL COMMUNITY BANK,3280 N UNIVERSITY AVE,PROVO,UT,84604,,,,,,CAPITAL CMNTY BK,PROVO,UT,169441,0,14,5,N
2015,0000033826,3,91-0897063,COLUMBIA STATE BANK,1301 A STREET,TACOMA,WA,98402,COLUMBIA BANKING SYSTEM  INC.,1301 A STREET  SUITE 800,TACOMA,WA,98402-2156,COLUMBIA ST BK,TACOMA,WA,8574401,0,14,703,N
2015,0000033842,3,36-3912264,FIRST COMMUNITY BANK,165 S RANDALL RD,ELGIN,IL,60123,FIRST COMMUNITY FINANCIAL CORP,165 SOUTH RANDALL ROAD,ELGIN,IL,60123,FIRST CMNTY BK,ELGIN,IL,170653,0,9,13,N
2015,0000033845,3,82-0454590,IDAHO INDEPENDENT BANK,1260 W RIVERSTONE DR,COEUR D ALENE,ID,83814,,,,,,IDAHO INDEP BK,COEUR D'ALENE,ID,530655,0,14,755,N
2015,0000033846,3,61-1246124,CITIZENS BANK OF NORTHERN KY,103 CHURCHILL DRIVE,NEWPORT,KY,41071,FARMERS CAPITAL BANK CORP,202 WEST MAIN STREET,FRANKFORT,KY,40602,CITIZENS BK OF NORTHERN KY,NEWPORT,KY,254248,0,9,145,N
2015,0000033873,3,37-1318457,LIBERTY BANK,2403 HOMER ADAMS PARKWAY,ALTON,IL,62002,,,,,,LIBERTY BK,ALTON,IL,299324,0,9,44,N
2015,0000033880,3,39-1775770,WISCONSIN RIVER BANK,608 PHILLIPS BOULEVARD  P.O. BOX 636,SAUK CITY,WI,53583-0636,COMMUNITY BUSINESS BANCSHARES ,P. O. BOX 636,SAUK CITY,WI,53583-0636,WISCONSIN RIVER BK,SAUK CITY,WI,96716,0,9,87,N
2015,0000033978,3,39-1806824,MIDDLETON COMMUNITY BANK,3207 PARMENTER STREET,MIDDLETON,WI,53562-1679,,,,,,MIDDLETON CMNTY BK,MIDDLETON,WI,272543,0,9,237,N
2015,0000033999,3,06-1341025,SIMSBURY BANK & TRUST COMPANY,981 HOPMEADOW ST P O BOX 248,SIMSBURY,CT,06070,,,,,,SIMSBURY B&TC,SIMSBURY,CT,408652,0,2,538,N
2015,0000034010,3,95-4500914,EVERTRUST BANK,2 N. LAKE AVENUE  SUITE 1030,PASADENA,CA,91101,,,,,,EVERTRUST BK,PASADENA,CA,678291,0,14,45,N
2015,0000034023,3,62-1574281,TNBANK,401 S ILLINOIS AVE,OAK RIDGE,TN,37830,,,,,,TNBANK,OAK RIDGE,TN,186887,0,13,136,N
2015,0000034038,3,36-4016035,PARK RIDGE COMMUNITY BANK,626 W. TALCOTT ROAD,PARK RIDGE,IL,60068,,,,,,PARK RIDGE CMNTY BK,PARK RIDGE,IL,286800,0,9,70,N
2015,0000034047,3,57-1030051,FIRST COMMUNITY BANK,PO BOX 64,LEXINGTON,SC,29071,FIRST COMMUNITY CORPORATION,5455 SUNSET BLVD,LEXINGTON,SC,29072,FIRST CMNTY BK,LEXINGTON,SC,810270,0,5,699,N
2015,0000034052,3,39-1806371,BAY BANK,2555 PACKERLAND DR,GREEN BAY,WI,54313,,,,,,BAY BK,GREEN BAY,WI,81981,0,9,165,N
2015,0000034058,3,22-3381421,LUSITANIA SAVINGS BANK,107 PULASKI STREET,NEWARK,NJ,07105,,,,,,LUSITANIA SVGS BK,NEWARK,NJ,276365,0,2,146,N
2015,0000034072,3,88-0335263,HERITAGE BANK OF NEVADA,2330 S VIRGINIA STREET,RENO,NV,89502,HERITAGE BANCORP,2330 S VIRGINIA STREET,RENO,NV,89502,HERITAGE BK OF NV,RENO,NV,558435,0,14,26,N
2015,0000034074,3,39-1826700,CAPITOL BANK,710 N. HIGH POINT ROAD,MADISON,WI,53717,,,,,,CAPITOL BK,MADISON,WI,305290,0,9,189,N
2015,0000034076,3,36-1060280,ILLINOIS BANK & TRUST,6855 E RIVERSIDE BLVD,ROCKFORD,IL,61114,HEARTLAND FINANCIAL USA  INC,1398 CENTRAL AVENUE,DUBUQUE,IA,52001,ILLINOIS B&TC,ROCKFORD,IL,486919,0,9,395,N
2015,0000034090,3,36-4024609,AMERICAN ENTERPRISE BANK,600 N BUFFALO GROVE RD,BUFFALO GROVE,IL,60089,A.E.BANCORP  INC.,600 N. BUFFALO GROVE ROAD,BUFFALO GROVE,IL,60089,AMERICAN ENT BK,BUFFALO GROVE,IL,231502,0,9,18,N
2015,0000034092,3,59-3324560,C1 BANK,100 5TH ST SOUTH,ST PETERSBURG,FL,33701,,,,,,C1 BK,SAINT PETERSBURG,FL,1536583,0,5,155,N
2015,0000034093,3,93-1188748,MBANK,1290 NE BURNSIDE,GRESHAM,OR,97030,MERCHANTS BANCORP,1290 NE BURNSIDE,GRESHAM,OR,97030,MBANK,GRESHAM,OR,162700,0,14,40,N
2015,0000034101,3,39-1821638,RIDGESTONE BANK,13925 W NORTH AVE,BROOKFIELD,WI,53005,,,,,,RIDGESTONE BK,BROOKFIELD,WI,394511,0,9,14,N
2015,0000034102,3,55-0744997,SUMMIT COMMUNITY BANK,PO BOX 680; 310 NORTH MAIN STREET,MOOREFIELD,WV,26836-0680,SUMMIT FINANCIAL GROUP  INC,PO BOX 179; 300 NORTH MAIN STREET,MOOREFIELD,WV,26836-0680,SUMMIT CMNTY BK,MOOREFIELD,WV,1436163,0,5,334,N
2015,0000034106,3,93-1191199,ALBINA COMMUNITY BANK,2002 NE MARTIN LUTHER KING JR BLVD,PORTLAND,OR,97212,,,,,,ALBINA CMNTY BK,PORTLAND,OR,145431,0,14,9,N
2015,0000034108,3,36-4056762,PAN AMERICAN BANK,1440 W. NORTH AVENUE,MELROSE PARK,IL,60160,AMERICAN BANCORP OF ILLINOIS,1440 W. NORTH AVENUE,MELROSE PARK,IL,60160,PAN AMER BK,MELROSE PARK,IL,281996,0,9,110,N
2015,0000034116,3,58-2163015,FIRST BANK OF DALTON,118 NORTH HAMILTON STREET,DALTON,GA,30720,,,,,,FIRST BK OF DALTON,DALTON,GA,196055,0,5,147,N
2015,0000034119,3,43-1719270,CONCORD BANK,12040 TESSON FERRY ROAD,SAINT LOUIS,MO,63128,CONCORD BANKSHARES  INC.,12040 TESSON FERRY ROAD,SAINT LOUIS,MO,63128,CONCORD BK,SAINT LOUIS,MO,120088,0,11,100,N
2015,0000034120,3,38-3252110,BANK OF ANN ARBOR,125 S. FIFTH AVENUE,ANN ARBOR,MI,48104,,,,,,BANK ANN ARBOR,ANN ARBOR,MI,1075338,0,9,553,N
2015,0000034121,3,64-0868867,COMMUNITY BANK  COAST,P. O. BOX 7588,GULFPORT,MS,39506,COMMUNITY BANCSHARES,1255 WEST GOVERNMENT STREET,BRANDON,MS,39042,COMMUNITY BK COAST,BILOXI,MS,675001,0,13,629,N
2015,0000034138,3,58-2207414,GREATER COMMUNITY BANK,PO BOX 529,ROME,GA,30162-0529,,,,,,GREATER CMNTY BK,ROME,GA,122362,0,5,89,N
2015,0000034146,3,43-1730907,PEOPLES BANK OF SENECA,1615 CHEROKEE AVE,SENECA,MO,64865,,,,,,PEOPLES BANK OF SENECA,SENECA,MO,133398,0,11,315,N
