Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code,LAR Count
2017,0000018297,3,75-1046251,SOUTHSIDE BANK,1201 S BECKHAM,TYLER,TX,75701,SOUTHSIDE BANCSHARES INC,1201 South Beckham,TYLER,TX,75701,1050
2017,0000013022,1,74-0921235,The State National Bank in West,100 N Main st,West,TX,76691,,,,,,6
2017,0000023797,1,47-0131280,"Midwest Bank,  NA",114 West Main,Pierce,NE,68767-1247,,,,,,189
2017,0000068595,5,63-0353833,Alabama One Credit Union,1215 Veterans Memorial Parkway,Tuscaloosa,AL,35404,,,,,,375
2017,0000066349,5,91-0593941,SALAL CREDIT UNION,1515 DEXTER AVE N,SEATTLE,WA,98109,,,,,,102
2017,0000012084,5,93-0495636,MID OREGON FEDERAL CREDIT UNION,1386 NE Cushing Drive,BEND,OR,97701,,,,,,100
2017,0000005969,3,34-4230390,Farmers & Merchants State Bank,307 N Defiance St,Archbold,OH,43502,Farmers & Merchants Bancorp,307 N Defiance St,Archbold,OH,43502,842
2017,1125900008,7,66-0545351,The Moneyhouse Inc,#52 Calle Paseo Covandonga,San Juan,PR,00901,,,,,,1065
2017,46-1342618,7,46-1342618,"Columbus Capital Lending, LLC.",9485 Sunset Drive Suite A150,Miami,FL,33173,,,,,,1
2017,0000023049,1,73-1500129,Great Plains National Bank,5909 NW Expressway,Oklahoma City,OK,73132,Great Plains Natl Bank,PO Box 488,Elk City,OK,73648,3413
2017,0000000193,3,58-0288090,The Heritage Bank,300 S Main St,Hinesville,GA,31313,,,,,,267
2017,0000029771,3,56-0688557,KS Bank Inc,PO Box 661,Smithfield,NC,27577,KS Bancorp Inc,PO Box 611,Smithfield,NC,27577,106
2017,75-2857425,7,75-2857425,"CERTAIN HOME LOANS, LLC",6101 WEST PLANO PARKWAY,PLANO,TX,75093,,,,,,9194
2017,0000920210,2,24-0655715,JIM THORPE NEIGBORHOOD BANK,12 BROADWAY,JIM THORPE,PA,18229,,,,,,107
2017,0000068458,5,95-1790568,VENTURA COUNTY CREDIT UNION,2575 VISTA DEL MAR SUITE 100,VENTURA,CA,93001,,,,,,824
2017,0000001060,3,44-0495280,WOOD & HUSTON BANK,27 E. NORTH STREET,MARSHALL,MO,65340,,,,,,396
2017,0000008797,5,53-0227896,WRIGHT PATMAN CONGRESSIONAL FC,10461 WHITE GRANITE DRIVE,OAKTON,VA,22124,,,,,,657
2017,0000067592,5,72-0918872,WEST TX EDUCATORS CU,1001 N LEE RD,Odessa,TX,79761,,,,,,40
2017,0000002357,5,74-1139126,Houston Police Federal Credit Union,1600 Memorial Dr,Houston,TX,77007,,,,,,274
2017,0000018199,3,06-0472240,NEWTOWN SAVINGS BANK,39 Main Street,Newtown,CT,06470,,,,,,1118
2017,0000064169,5,93-6027729,Valley Credit Union,2096 Mission St SE,Salem,OR,97302,,,,,,26
2017,0000062339,5,38-0480170,KIMBERLY MILAM-GIVHAN,1480 E JEFFERSON AVE,DETROIT,MI,48207,,,,,,25
2017,23-2983299,7,23-2983299,AgChoice Farm Credit ACA,300 Winding Creek Blvd,Mechanicsburg,PA,17050-1889,,,,,,194
2017,0000014347,1,37-0205706,"CNB Bank & Trust, NA",450 W. Side Square,Carlinville,IL,62626,"CNB Bank Shares, Inc.",P.O. Box 350,Carlinville,IL,62626,542
2017,0000214807,9,13-4941247,Deutsche Bank Trust Company Am,"345 Park Avenue, Floor 14",New York,NY,10154,DB USA Corporation,60 Wall Street,New York,NY,10005,15
2017,0000003972,5,83-0169225,WESTERN VISTA FEDERAL CREDIT UNION,3207 SPARKS ROAD,CHEYENNE,WY,82001,,,,,,214
2017,0000277053,2,84-0203240,First State Bank of Colorado,PO Box 420,Westcliffe,CO,81252,,,,,,75
2017,0000008545,3,41-0557350,Unity Bank,1180 W 4th Street,Rush City,MN,55069,,,,,,124
2017,95-4482547,7,95-4482547,MORTGAGE CAPITAL ASSOCIATES,11150 W OYMPIC BLVD. STE. 1160,LOS ANGELES,CA,90064,,,,,,1790
2017,0000017927,3,48-0435960,VINTAGE BANK KANSAS,101 S MAIN,LEON,KS,67074,,,,,,48
2017,76-0503625,7,76-0503625,FAIRWAY INDEPENDENT MORT CORP,4801 S. BILTMORE LANE,MADISON,WI,53718,,,,,,116061
2017,0000068415,5,95-1585409,Southland Credit Union,10701 Los Alamitos Blvd,Los Alamitos,CA,90701,,,,,,278
2017,0000028555,3,31-0475308,Valley Central Bank,6550 Princeton Glendale Road,Liberty Township,OH,45011,,,,,,74
2017,0000014649,3,42-0224290,Community Bank,"601 Iowa Ave., PO Box 145",Dunlap,IA,51529-0145,Dunlap Iowa Holding Co,"601 Iowa Ave., PO Box 145",Dunlap,IA,51529-0145,56
2017,13-3465439,3,13-3465439,Emigrant Funding Corporation,5 East 42nd Street,New York,NY,10017,Emigrant Bank,5 East 42nd Street,New York,NY,10017,147
2017,81-4312733,7,81-4312733,Inspire Home Loans Inc.,"19600 Fairchild Road, Suite 200",Irvine,CA,92612,,,,,,846
2017,0000016177,3,42-0620579,FIRST STATE BANK,"215 N. DIVISION, PO BOX 400",STUART,IA,50250,,,,,,56
2017,0000703786,1,01-0026062,First FS&LA Bath,PO Box 488,Bath,ME,04530,,,,,,139
2017,26-0362771,7,26-0362771,"PLANET HOME LENDING, LLC",321 RESEARCH PARKWAY STE 300,MERIDEN,CT,06540,,,,,,8374
2017,0000001164,3,85-0021000,Citizens Bank,500 W Broadway,Farmington,NM,87401,,,,,,1
2017,0000015799,3,39-0451504,PREMIER COMMUNITY BANK,230 MAVIS ROAD,MARION,WI,54950,,,,,,155
2017,0000017429,5,16-0920502,VISIONS FEDERAL CREDIT UNION,3301 COUNTRY CLUB ROAD,ENDWELL,NY,13760-3401,,,,,,2525
2017,0000064418,5,42-1132695,VERIDIAN CREDIT UNION,1827 ANSBOROUGH AVE,WATERLOO,IA,50701,,,,,,5026
2017,47-4252448,7,47-4252448,PRIME MORTGAGE COMPANY,201 NE 8TH AVE,OCALA,FL,34470,,,,,,254
2017,0000013934,1,74-0750132,First Lockhart National Bank,P O Box 600,Lockhart,TX,78644,Lockhart Bankshares Inc,P O Box 600,Lockhart,TX,78644,68
2017,0000005750,1,74-2681037,FIRST NATIONAL BANK TEXAS,507 N. Gray St.,Killeen,TX,76541,First Community Bancshares Inc,7500 San Felipe Suite 990,Houston,TX,77063,1791
2017,0001161029,2,54-1408074,XENITH BANK,"901 E. CARY STREET, SUITE 1700",RICHMOND,VA,23219,XENITH BANKSHARES,"901 E. CARY STREET, SUITE 1700",RICHMOND,VA,23219,180
2017,0000062123,5,38-6119310,RIVER VALLEY CREDIT UNION,PO BOX 493,ADA,MI,49301,,,,,,55
2017,0000010165,3,41-0249760,FARMERS & MERCHANTS STATE BANK OF PIERZ,"80 Main Street N, P.O. Box 308",Pierz,MN,56364,,,,,,85
2017,0000005753,1,73-0185627,CITY NATIONAL BANK & TRUST,PO BOX 2009,LAWTON,OK,73502,,,,,,203
2017,0000705339,1,72-0401264,FIRST FEDERAL BANK OF LOUISIAN,1135 LAKESHORE DRIVE,LAKE CHARLES,LA,70601,,,,,,515
2017,0000017162,3,39-0848078,DAIRY STATE BANK,16 S MAIN STREET,RICE LAKE,WI,54868-9998,,,,,,331
2017,0000662659,2,74-0568790,COMMERCIAL STATE BANK,24080 HWY 59 N STE 100,KINGWOOD,TX,77339,,,,,,69
2017,0000027567,3,52-0328134,Glen Burnie Mutual Savings Bank,1 Crain Hwy SE,Glen Burnie,MD,21061,,,,,,48
2017,0000015108,1,85-0165679,LOS ALAMOS NATIONAL BANK,1200 Trinity Dr.,Los Alamos,NM,87544,Trinity Capital Corporation,P.O. Box 60,Los Alamos,NM,87544,278
2017,0000015258,3,48-0216420,THE FARMERS STATE BANK,"209 Montana Avenue, PO Box 465",Holton,KS,66436-0465,"Farmers State Bankshares, Inc.",209 Montana Avenue,Holton,KS,66436,51
2017,54-1094297,7,54-1094297,CREDIT UNION MORTGAGE ASSOCIAT,10800 MAIN STREET,FAIRFAX,VA,22030,,,,,,2062
2017,0000001074,5,95-1661138,Farmers Insurance Group Federa,4601 Wilshire Bl. Ste 110,Los Angeles,CA,90010,,,,,,170
2017,0000064970,5,31-0387145,UNIVERSAL 1 CREDIT UNION,P.O. BOX 467,DAYTON,OH,45409-0467,,,,,,596
2017,0000000013,5,72-0433727,EFCU Financial Federal Credit,10719 Airline Highway,Baton Rouge,LA,70816,,,,,,97
2017,0000022997,1,41-1826950,Olmsted National Bank,975 34th AVE NW,Rochester,MN,55901,Olmsted Holding Corporation,975 34th AVE NW,Rochester,MN,55901,45
2017,77-0717225,7,77-0717225,CalCon Mutual Mortgage LLC,3131 Camino Del Rio N Suite 1680,San Diego,CA,92108,,,,,,6018
2017,0000001756,3,20-5445884,Central Bank,1506 Market St Ste C180,Little Rock,AR,72758-8236,,,,,,62
2017,0000018467,3,06-0521260,SALISBURY BANK AND TRUST CO,PO BOX 1868,Lakeville,CT,06039,,,,,,347
2017,0000010619,3,44-0241200,HAWTHORN BANK,132 E. HIGH STREET,JEFFERSON CITY,MO,65101,,,,,,738
2017,0000703155,1,75-0328243,Henderson Federal Savings Bank,130 N Marshall St.,Henderson,TX,75652,,,,,,97
2017,0000024430,1,36-2551990,SOUTH CENTRAL BANK N.A.,525 W ROOSEVELT RD,CHICAGO,IL,60607,,,,,,1196
2017,0000009659,3,48-0435810,Berkley Bank,7887 E. Belleview Ave #100,Englewood,CO,80111,State Bank of Downs,900 North Morgan Avenue,Downs,KS,67437-1626,34
2017,0000703536,1,34-0220715,FIRST FEDERAL S&L OF LAKEWOOD,14806 DETROIT AVE,LAKEWOOD,OH,44107,FIRST MUTUAL HOLDING COMPANY,14806 DETROIT AVE,LAKEWOOD,OH,44107,4013
2017,0000068579,5,94-0755684,PATELCO CREDIT UNION,5050 HOPYARD ROAD,PLEASANTON,CA,94588,,,,,,3008
2017,0000026271,3,95-3658226,Home Bank of California,4493 Ruffin Road,San Diego,CA,92123,,,,,,31
2017,0001007846,9,36-1495255,FIRST MIDWEST BANK,300 N. Hunt Club Road,Gurnee,IL,60031,"First Midwest Bancorp, Inc.","One Pierce Place, Suite 1500",Itasca,IL,60143-4169,8771
2017,0000022241,1,48-1059554,THE UNIVERSITY NATIONAL BANK,PO BOX 1777,LAWRENCE,KS,66044,,,,,,24
2017,46-0530020,7,46-0530020,"Longbridge Financial, LLC",One International Blvd.,Mahwah,NJ,07495,,,,,,0
2017,0000000172,3,58-0153300,United Bank,PO Box 1337,Zebulon,GA,30295,United Bk,PO Box 945,Zebulon,GA,30295,1383
2017,0000064880,5,38-0960035,COMMUNITY CHOICE CREDIT UNION,31155 NORTHWESTERN HWY,FARMINGTON HILLS,MI,48334,,,,,,372
2017,0000010363,3,54-0169510,Citizens & Farmers Bank,PO Box 391,West Point,VA,23181,,,,,,485
2017,0000028513,3,39-0691250,WATERSTONE BANK SSB,11200 West Plank Court,Wauwatosa,WI,53226,Laura Pinson,11200 W. Plank Court,Wauwatosa,WI,53226,439
2017,0000032647,3,42-1325507,NORTHWEST BANK,705 Grand Ave.,Spencer,IA,51301,,,,,,1718
2017,0000007418,5,83-0173720,White Crown Federal Credit Union,2001 Lincoln St Ste 100,Denver,CO,80202,,,,,,89
2017,0000506922,2,52-0312970,SANDY SPRING BANK,6831 Benjamin Frankin Drive,Columbia,MD,21046,Sandy Spring Bancorp,17801 Georgia Avenue,Olney,MD,20832,1623
2017,75-2585326,7,75-2585326,"COUNTRYPLACE MORTGAGE, LTD",15301 SPECTRUM DR. STE 550,ADDISON,TX,75001,,,,,,3423
2017,0000006918,5,66-0205293,VAPR Federal Credit Union,2400 177 Road,Guaynabo,PR,00969,,,,,,1
2017,65-1038507,7,65-1038507,Fairway Funding Group,8235 Natures Way,Lakewood Ranch,FL,34202,,,,,,663
2017,0000702610,1,93-0177988,EVERGREEN FEDERAL BANK,969 SE SIXTH STREET,GRANTS PASS,OR,97526,,,,,,363
2017,0000744238,2,37-0269420,THE FARMERS AND MECHANICS BANK,21 E Main St,Galesburg,IL,61401,Central Bancshares Inc,301 Iowa Ave,Muscatine,IA,52761,443
2017,0000063004,5,38-1231023,Honor Credit Union,Edgewood Rd,Berrien Springs,MI,49103,NA,NA,,,,1584
2017,20-2029302,7,20-2029302,PATRIOT ONE MORTGAGE BANKERS,142 WILLIS AVE,MINEOLA,NY,11501,,,,,,119
2017,0000063315,5,93-0323668,NW Priority CU,12630 SE Division,Portland,OR,97236,,,,,,121
2017,0000064834,5,23-7017130,California Lithuanian Credit Union,2806 Santa Monica Blvd,Santa Monica,CA,90404,,,,,,21
2017,1031600004,7,11-3338148,"LYONS MORTGAGE SERVICES, INC.","48-02 25TH AVENUE, SUITE 303",ASTORIA,NY,11103,,,,,,200
2017,0000068284,5,91-6033165,Avista Corp Credit Union,PO Box 3727,Spokane,WA,99220,,,,,,50
2017,0000702578,1,35-0309780,SECURITY FEDERAL SAVINGS BANK,314 4TH ST,LOGANSPORT,IN,46947,,,,,,338
2017,0000013030,3,39-0539730,Pigeon Falls State Bank,40214 S. Ekern Ave PO Box 489,Pigeon Falls,WI,54760,"PFSB Bankcorporation, Inc.",PO Box 489,Pigeon Falls,WI,54760,31
2017,0003938186,9,27-0217289,BANKUNITED,7815 NW 148th Street,Miami Lakes,FL,33016,"BankUnited, Inc",14817 Oak Lane,Miami Lakes,FL,33016,1551
2017,0000024107,1,39-1990426,NICOLET NATIONAL BANK,111 N WASHINGTON ST,GREEN BAY,WI,54301,,,,,,2021
2017,0000005466,1,75-0568556,FIRST NATIONAL BANK OF SONORA,5710 SHERWOOD WAY,SAN ANGELO,TX,76901,,,,,,248
2017,20-2471369,7,20-2471369,Sovereign Lending Group Incororated,3540 Howard Way Ste # 200,Costa Mesa,CA,92626,,,,,,4887
2017,0000884303,2,16-0380815,CHEMUNG CANAL TRUST CO,ONE CHEMUNG CANAL PLAZA,ELMIRA,NY,14901,CHEMUNG FINANCIAL CORPORATION,ONE CHEMUNG CANAL PLAZA PO BOX 1522,ELMIRA,NY,14901,1088
2017,0000786555,2,41-0473820,Peoples State Bank of Plainvie,100 4th Ave SE,Plainview,MN,55964,,,,,,272
2017,0000057626,3,20-0851456,1st State Bank,PO Box 1468,Saginaw,MI,48605,1st State Financial LTD,"PO Box 1468,  4800 Fashion Square Blvd",Saginaw,MI,48605,276
2017,37-0280310,7,37-0280310,Bank of Rantoul,201 E Champaign Ave,Rantoul,IL,61866,,,,,,21
2017,0000068583,5,63-0207315,AVADIAN CREDIT UNION,1 RIVERCHASE PKWY S,HOOVER,AL,35244,,,,,,613
2017,0000957757,2,44-0162220,COMMUNITY BANK AND TRUST,100 SOUTH WOOD ST,NEOSHO,MO,64850,,,,,,283
2017,20-5216358,7,20-5216358,"PROSPERITY HOME MORTGAGE, LLC",14501 GEORGE CARTER WAY SUITE 300,CHANTILLY,VA,20151,"L&F MORTGAGE VENTURES, INC.",14501 GEORGE CARTER WAY SUITE 400,CHANTILLY,VA,20151,13413
2017,0000010980,3,41-0234295,Eitzen State Bank,115 N Hwy 44/76,Caledonia,MN,55921,,,,,,68
2017,0000068653,5,95-2015359,CoastHills Credit Union,P O Box 200,Lompoc,CA,93436,CoastHills CU,3880 Constellation Road,Lompoc,CA,93436,393
2017,0000542649,9,38-0415896,CHEMICAL BANK,333 E Main Street,Midland,MI,48640,Chemical Financial Corporation,235 E Main Street,Midland,MI,48640,13714
2017,0000068297,5,23-1381955,Norristown Bell Credit Union,1407 Erbs Mill Raod,Blue Bell,PA,19422,,,,,,36
2017,0000062018,5,72-0828054,ASCENSION CREDIT UNION,P.O. BOX 248,GONZALES,LA,70707,,,,,,27
2017,0000006775,5,62-0473619,Y 12 FEDERAL CREDIT UNION,501 LAFAYETTE DR,OAK RIDGE,TN,37830,,,,,,735
2017,0000000794,5,25-0974219,Tri Boro FCU,600 East 8th Avenue,MUNHALL,PA,15120,Tri Boro Fcu,600 East 8th Ave,munhall,PA,15120,72
2017,0000001265,3,91-0168460,Cashmere Valley Bank,Po Box G,Cashmere,WA,98815,,,,,,517
2017,0000009123,3,45-0106740,WESTERN STATE BANK,755 13TH AVE E,WEST FARGO,ND,58108,,,,,,695
2017,31-1076317,7,31-1076317,M/I FINANCIAL. LLC,"3 EASTON OVAL, SUITE 340",COLUMBUS,OH,43219,,,,,,4576
2017,0000009309,3,61-0309650,United Southern Bank,PO Box 951,Hopkinsville,KY,42240,,,,,,111
2017,0000005867,5,24-0796978,VANTAGE TRUST FEDERAL CREDIT UNION,881 MUNDY STREET,WILKES-BARRE,PA,18702,,,,,,20
2017,0000002221,1,62-1203303,FNB of Middle Tennessee,200 E Main St,McMinnville,TN,37110-2508,First McMinnville Corp,200 E Main St,McMinnville,TN,37110-2508,1294
2017,0000804422,2,54-0208020,Farmers & Mrch Bank of Craig,P.O. Box 400/189 Main Street,New Castle,VA,24127,,,,,,28
2017,0000024814,5,56-0775661,Winston Salem Federal Credit Union,711 Salem Ave,Winston Salem,NC,27101,,,,,,63
2017,0000068679,5,38-1475121,ADVANTAGE ONE CREDIT UNION,23670 TELEGRAPH RD.,Brownstown,MI,48134-9222,,,,,,147
2017,95-4535105,7,95-4535105,"THE MORTGAGE HOUSE, INC.","26901 AGOURA ROAD, SUITE 250",CALABASAS,CA,91301,,,,,,1136
2017,0000700827,1,31-0251310,COVINGTON SAVINGS & LOAN ASSOC,PO BOX 188,COVINGTON,OH,45318-0188,,,,,,73
2017,0000614313,2,34-4364150,The State Bank and Trust Compa,401 Clinton Street,Defiance,OH,43512,,,,,,1996
2017,0000067644,5,74-1137995,First Central Credit Union,6201 Sanger Avenue,Waco,TX,76710-0000,,,,,,144
2017,59-3591757,7,59-3591757,ALKAN MORTGAGE CORPORATION,1331 SOUTH INTERNATIONAL PKWY STE 2251,LAKE MARY,FL,32746,,,,,,198
2017,0000386852,2,43-1304936,Central Bank of Warrensburg,PO Box 477,Warrensburg,MO,64093,Cental Bancompany,238 Madison St,Jefferson City,MO,65101,147
2017,66-0213182,7,66-0213182,COOPERATIVA DE A\C AIBONITEÑA,100 Calle Jose C Vazque,Aibonito,PR,00705,,,,,,7
2017,0000015046,3,39-0532600,The Peoples Community Bank,"222 W. Commercial St., PO Box 8",Mazomanie,WI,53560,,,,,,267
2017,47-0833531,7,47-0833531,"NorthMarq Capital Finance, LLC","14841 North Dallas Parkway, Suite 275",Dallas,TX,75254,"Dakota Holdings, LLC","3500 American Blvd., Suite 500",Bloomington,MN,55431,89
2017,0000010898,5,01-0261245,Midcoast Federal Credit Union,186 Lower Main Street,Freeport,ME,04032,,,,,,64
2017,25-1416138,7,25-1416138,Liberty Mortgage Corporation,3818 Liberty Street,Erie,PA,16509,,,,,,184
2017,0000057973,3,20-2548364,Biscayne Bank,2601 South Bayshore Drive #600,Miami,FL,33133,"Biscayne Bancshares, Inc",3121 Commodore Plaza,Miami,FL,33133,252
2017,0000024235,5,94-6131870,OPERATING ENGINEERS LOC. 3 FCU,250 N CANYONS PARKWAY,LIVERMORE,CA,94551,,,,,,263
2017,0000058651,3,26-0636784,Settlers bank,4021 Meridian Drive,Windsor,WI,53598,,,,,,200
2017,0000577128,2,31-1278433,PEOPLES BANK,138 PUTNAM STREET,MARIETTA,OH,45750,PEOPLESBANCORP INC.,138 PUTNAM ST.,MARIETTA,OH,45750,1466
2017,0000031461,3,23-0672875,HARLEYSVILLE BANK,271 MAIN ST,HARLEYSVILLE,PA,19438,,,,,,404
2017,0000017764,3,05-0118560,Centreville Bank,1218 Main Street,West Warwick,RI,02893,,,,,,331
2017,20-0142846,7,20-0142846,"Liberty Home Equity Solutions, Inc.","10951 White Rock Road, Suite 200",Rancho Cordova,CA,95670,Ocwen Financial Corporation,"1661 Worthington Road, Suite 100",West Palm  Beach,FL,33409,1482
2017,27-3489257,7,27-3489257,PARK LANE FINANCE SOLUTIONSLLC,PO Box 1285,Staunton,VA,24402,,,,,,217
2017,0000010688,3,25-0784150,Scottdale Bank and Trust Co,150 Pittsburgh Street,Scottdale,PA,15683,,,,,,65
2017,54-1822116,7,54-1822116,Atlantic Bay Mortgage Grp LLC,596 Lynnhaven Parkway Suite 200,Virginia Beach,VA,23452,,,,,,19085
2017,0000058483,3,20-5556642,PEGASUS BANK,4515 W MOCKINGBIRD LN,DALLAS,TX,75209,,,,,,163
2017,0003076248,9,43-1950333,STIFEL BANK & TRUST,501 N BROADWAY,ST. LOUIS,MO,63141,,,,,,5524
2017,0000001409,5,74-1110254,El Paso Area Teachers FCU,12020 Rojas,El Paso,TX,79936,,,,,,442
2017,0000024150,1,36-4406134,SCHAUMBURG BANK AND TRUST,1180 E. Higgins Rd.,Schaumburg,IL,60173,Wintrust Financial Corporation,"9700 W. Higgins Rd., Suite 0400",Rosemont,IL,60018,28
2017,1257809990,7,36-2736672,CROWN MORTGAGE COMPANY,6141 W. 95TH STREET,OAKLAWN,IL,60453,,,,,,477
2017,0000007909,3,25-0639051,Marion Center Bank,1271 Indian Springs Rd,Indiana,PA,15701,Community Bankers Corporation,1271 Indian Springs Rd,Indiana,PA,15701,281
2017,22-1487101,5,22-1487101,COUNTY EDUCATORS FCU,16 EAST LINCOLN AVE,ROSELLE PARK,NJ,07204,,,,,,23
2017,0000658924,2,54-1050774,Farmers and Miners Bank,41526 W Morgan Avenue,Pennington Gap,VA,24277,,,,,,144
2017,0000009003,5,52-6040916,Market USA Federal Credit Union,8871 Gorman Road,Laurel,MD,20723,,,,,,27
2017,0000361653,2,75-0947297,COMMERCIAL STATE BANK,200 SOUTH MAIN STREET,ANDREWS,TX,79714,,,,,,23
2017,0000060419,5,36-2443815,Leyden Credit Union,2701 N. 25th Avenue,Franklin Park,IL,60131,,,,,,30
2017,0000009259,3,37-0270010,Farmers State Bank of Hoffman,100 W 4th Street,Hoffman,IL,62250,"Farmers State Bancorporation, Inc",100 W 4th Street,Hoffman,IL,62250,81
2017,0000068575,5,63-0356824,Max Credit Union,400 Eastdale Circle,Montgomery,AL,36117,,,,,,706
2017,0000068604,5,41-0705136,Central Minnesota Credit Union,1140 Elm Street,Saint Joseph,MN,56374,,PO Box 935,Saint Joseph,MN,56374,1115
2017,0000060105,5,38-1401260,OMNI Community Credit Union,PO Box 1537,Battle Creek,MI,49068,,,,,,634
2017,0000016723,3,57-0294574,Carolina Bank & Trust,PO Box 1028,Darlington,SC,29540,,,,,,116
2017,31-0985486,7,31-0985486,Developers Mortgage Company,2700 E Dublin Granville Rd Suite 460,Columbus,OH,43231,,,,,,177
2017,0000015038,3,48-0459210,The Valley State Bank,502 N Merchant,Belle Plaine,KS,67013,,,,,,139
2017,0000025752,3,75-1907541,COMMUNITY BANK,PO BOX 2232,LONGVIEW,TX,75606,EAST TEXAS BANCORP INC,PO BOX 2232,LONGVIEW,TX,75606,73
2017,0000009204,3,87-0271990,CENTRAL BANK,95 NORTH UNIVERSITY AVE,PROVO,UT,84601,,,,,,346
2017,0000005840,3,61-0156420,CITIZENS UNION BANK,"1854 Midland Trail, P. O. Box 189",Shelbyville,KY,40065,Citizens Union Bancorp,P O Box 189,Shelbyville,KY,40065,668
2017,0000060215,5,23-1514461,Superior Credit Union,100 Crosskeys Rd,Collegeville,PA,19426-3129,,,,,,98
2017,0000068494,5,95-1820763,PACIFIC MARINE CREDIT UNION,1278 ROCKY POINT DRIVE,OCEANSIDE,CA,92056,,,,,,370
2017,0000001607,3,41-0138420,The Bank of Elk River,630 Main Street,Elk River,MN,55330,Metro North Bancshares Inc,630 Main St,Elk River,MN,55330,109
2017,0000006707,1,21-0445725,FIRST NATIONAL BANK OF ELMER,10 SOUTH MAIN STREET,ELMER,NJ,08318,ELMER BANCORP,20 BROAD STREET,ELMER,NJ,08318,86
2017,0000031236,3,61-0305840,Home Federal Bank Corporation,1602 Cumberland Avenue,Middlesboro,KY,40965,HFB Financial Corporation,1602 Cumberland Ave,Middlesboro,KY,40965,347
2017,0000009214,5,72-6019785,Southern FCU,4 Greenway Plz Ste C-816,Houston,TX,77046,,,,,,2
2017,0000058745,3,26-1105824,"FIRST NEW MEXICO BANK, LAS CRU",3000 E. LOHMAN AVE,LAS CRUCES,NM,88011,First New Mexico Financial Cor,300 S. Gold,Deming,NM,88031,236
2017,0000024646,1,20-4226060,OLD PLANK TRAIL COMMUNITY BANK,20012 Wolf Road,Mokena,IL,60448,Wintrust Financial Corp.,"9700 W. Higgins Rd., Suite 0400",Rosemont,IL,60018,25
2017,0000019333,3,36-2533919,REPUBLIC BANK OF CHICAGO,2221 Camden Court,Oak Brook,IL,60523,Republic Bancorp,"2221 Camden Court, Floor 2",Oak Brook,IL,60523,181
2017,0000068607,5,58-0800932,GEORGIA UNITED CREDIT UNION,6705 SUGARLOAF PARKWAY,DULUTH,GA,30097,,,,,,3358
2017,0000026451,3,04-1309540,Fidelity Cooperative Bank,9 Leominster Connector,Leominster,MA,01453,,,,,,434
2017,0000019200,3,43-0405480,Meramec Valley Bank,199 Clarkson Rd.,Ellisville,MO,63011,,,,,,40
2017,0000002585,5,73-0581984,RED CROWN FEDERAL CREDIT UNION,5001 E 91ST ST,TULSA,OK,74137,,,,,,130
2017,0000062659,5,93-0251640,Advantis Credit Union,10501 SE Main St,Milwaukie,OR,97222,,,,,,1339
2017,66-0736233,7,66-0736233,Trust Mortgage Corp.,Edifi Emilio Bacardi Suite 101A Calle Junin Park Gardens,San Juan,PR,00926,,,,,,504
2017,0000024421,5,63-0363853,Legacy Community Federal Credit Union,1400 20th Street S,Birmingham,AL,35205,,,,,,141
2017,0000060103,5,45-0226664,FIRST COMMUNITY CREDIT UNION,111 9TH ST SW,JAMESTOWN,ND,58401,,,,,,899
2017,0000096658,5,34-0058905,TOWPATH CREDIT UNION,2969 SMITH RD,FAIRLAWN,OH,44333,,,,,,105
2017,0000045826,3,58-0570960,ATLANTIC COAST BANK,"4655 Salisbury Road, Suite 350",Jacksonville,FL,32256,,,,,,442
2017,0000013431,1,47-0121680,Cattle National Bank,104 South 5th Street,Seward,NE,68434,,,,,,124
2017,0000024715,5,16-0750181,Riverside FCU,3199 Delaware Avenue,Kenmore,NY,14217,,,,,,41
2017,0000065003,5,36-1120219,GAS ELECTRIC CREDIT UNION,2300 4th ave,Rock Island,IL,61201,,,,,,42
2017,0000022636,3,43-1123104,Community Bank of Marshall,P.O. Box 700,Marshall,MO,65340,,,,,,116
2017,45-3508295,7,45-3508295,Berkeley Point Capital,"1 Beacon Street, 14th Floor",Boston,MA,02171,Berkeley Point Capital Holdings LLC,"7700 Wisconsin Ave, Suite 1100",Bethesda,MD,20814,1423
2017,0000090253,3,04-3413060,MountainOne Bank,93 Main Street,North Adams,MA,01247,,,,,,682
2017,0000018626,3,36-2481733,NORSTATES BANK,1601 N LEWIS AVE,WAUKEGAN,IL,60085,NORTHERN STATES FINANCIAL,1601 N LEWIS AVE,WAUKEGAN,IL,60085,64
2017,46-2477192,7,46-2477192,CIVIC FINANCIAL SERVICES,2015 MANHATTAN BEACH BLVD STE 106,REDONDO BEACH,CA,90278,,,,,,2299
2017,0000025726,3,77-0005559,MURPHY BANK,5180 N PALM #101,FRESNO,CA,93704,,,,,,388
2017,0000007576,5,47-0400146,CREIGHTON FEDERAL CREDIT UNION,2575 DODGE ST,OMAHA,NE,68131,,,,,,48
2017,0000002918,5,34-4427761,Jeep Country Federal Credit Union,7030 Spring Meadows Dr. West,Holland,OH,43528,,,,,,93
2017,0000061823,5,48-0625190,Azura Credit Union,610 SW 10th Avenue,Topeka,KS,66612-1698,,,,,,635
2017,0000014922,3,47-0157145,F&M BANK,204 NORTH MAIN STREET,WEST POINT,NE,68788,,,,,,46
